NO,시군구,번지,본번,부번,단지명,전용면적(㎡),계약년월,계약일,거래금액(만원),동,층,매수자,매도자,건축년도,도로명,해제사유발생일,거래유형,중개사소재지,등기일자,latitude,longitude
494,서울특별시 강북구 미아동,1357,1357,0000,삼각산아이원,84.7050,202507,05,"70,900",-,3,개인,개인,2003,삼양로19길 113,-,중개거래,서울 강북구,-,37.6156342,127.0178967
495,서울특별시 노원구 중계동,512,0512,0000,중계무지개,39.9600,202507,05,"41,000",-,8,개인,개인,1991,동일로208길 20,-,중개거래,서울 노원구,-,37.643678,127.0661074
496,서울특별시 노원구 중계동,512,0512,0000,중계무지개,49.8900,202507,05,"48,000",-,1,개인,개인,1991,동일로208길 20,-,중개거래,서울 노원구,-,37.643678,127.0661074
497,서울특별시 노원구 중계동,512,0512,0000,중계무지개,39.9600,202507,05,"42,000",-,8,개인,개인,1991,동일로208길 19,-,중개거래,서울 노원구,-,37.6456297,127.0659224
498,서울특별시 노원구 중계동,359-1,0359,0001,주공5,84.7900,202507,05,"109,500",-,3,개인,개인,1992,중계로 230,-,중개거래,서울 노원구,-,37.6532581,127.0766362
499,서울특별시 강북구 미아동,1354,1354,0000,벽산라이브파크,59.6700,202507,05,"53,500",-,3,개인,개인,2004,솔샘로 159,-,중개거래,서울 강북구,-,37.6215645,127.0109725
500,서울특별시 강북구 미아동,811,0811,0000,두산위브트레지움,84.9700,202507,05,"80,000",-,17,개인,개인,2011,삼양로27길 95,-,중개거래,서울 강북구,-,37.618179,127.0172552
501,서울특별시 강북구 미아동,811,0811,0000,두산위브트레지움,84.9700,202507,05,"80,000",-,17,개인,개인,2011,삼양로27길 95,20250708,중개거래,서울 강북구,-,37.618179,127.0172552
502,서울특별시 은평구 수색동,417,0417,0000,DMC롯데캐슬더퍼스트,84.9300,202507,05,"122,400",-,11,개인,개인,2021,수색로 300,-,중개거래,"서울 강서구, 서울 은평구",-,37.5851056,126.8923672
503,서울특별시 성동구 응봉동,15,0015,0000,대림강변타운,59.7600,202507,05,"128,000",-,1,개인,개인,2001,고산자로 160,-,중개거래,서울 성동구,-,37.5536549,127.036044
504,서울특별시 은평구 녹번동,283,0283,0000,래미안베라힐즈,59.9200,202507,05,"104,500",-,20,개인,개인,2019,통일로 630,-,중개거래,서울 은평구,-,37.6039943,126.936473
505,서울특별시 강북구 미아동,813,0813,0000,래미안트리베라1단지,84.9700,202507,05,"96,000",-,23,개인,개인,2010,삼양로19길 25,-,중개거래,서울 강북구,-,37.6132194,127.0204388
506,서울특별시 강서구 염창동,246-23,0246,0023,극동,59.9000,202507,05,"72,000",-,12,개인,개인,2000,양천로69길 18,-,중개거래,서울 강서구,-,37.5531832,126.871026
507,서울특별시 은평구 불광동,71-16,0071,0016,북한산대창센시티,84.8400,202507,05,"59,500",-,14,개인,개인,2004,불광로 208,-,중개거래,서울 은평구,-,37.6251504,126.9295777
508,서울특별시 동작구 대방동,505,0505,0000,우정,84.6000,202507,04,"95,000",-,4,개인,개인,1999,여의대방로62길 23,-,중개거래,서울 영등포구,-,37.5143328,126.9298247
509,서울특별시 종로구 숭인동,2-1,0002,0001,종로센트레빌,59.9200,202507,04,"88,500",-,6,개인,개인,2008,동망산길 47,-,중개거래,서울 종로구,-,37.5806586,127.0163679
510,서울특별시 중구 황학동,2545,2545,0000,롯데캐슬,59.9400,202507,04,"90,000",-,30,개인,개인,2008,청계천로 400,-,중개거래,"서울 성동구, 서울 중구",-,37.5707646,127.0211246
511,서울특별시 중구 황학동,2523,2523,0000,황학아크로타워,109.1460,202507,04,"111,500",-,20,개인,개인,2010,퇴계로 447,-,중개거래,서울 중구,-,37.5658795,127.0219296
512,서울특별시 용산구 효창동,287,0287,0000,용산롯데캐슬센터포레,59.9525,202507,04,"169,800",-,17,개인,개인,2019,백범로 313,-,중개거래,서울 용산구,-,37.5400414,126.963526
513,서울특별시 용산구 문배동,24-4,0024,0004,용산큐브,13.0100,202507,04,"19,000",-,16,개인,개인,2013,백범로90길 12,-,직거래,-,25.07.08,37.537155,126.9683624
514,서울특별시 용산구 한강로2가,420,0420,0000,용산푸르지오써밋(420),137.5778,202507,04,"345,000",-,24,개인,개인,2017,한강대로 69,-,중개거래,서울 용산구,-,37.5273235,126.9651743
515,서울특별시 용산구 이촌동,430,0430,0000,LG한강자이,169.4400,202507,04,"480,000",-,23,개인,개인,2003,이촌로64길 15,-,중개거래,서울 용산구,-,37.5195637,126.9706876
516,서울특별시 동대문구 전농동,620-47,0620,0047,620-47(롯데캐슬L-65),102.9220,202507,04,"219,000",-,26,개인,개인,2023,답십리로 27,-,중개거래,서울 동대문구,-,37.5794114,127.0453793
517,서울특별시 동대문구 장안동,346-1,0346,0001,태솔아파트3차,59.5200,202507,04,"53,000",-,5,개인,개인,2018,장한로26가길 53,-,중개거래,서울 동대문구,-,37.5692814,127.0709783
518,서울특별시 동대문구 장안동,339-7,0339,0007,네오빌,84.6600,202507,04,"54,700",-,1,개인,개인,2004,장한로22길 44-22,-,중개거래,서울 동대문구,-,37.568114,127.0719333
519,서울특별시 동대문구 휘경동,377,0377,0000,이문휘경지웰에스테이트,14.1448,202507,04,"17,600",-,16,개인,개인,2021,외대역동로 63-12,-,중개거래,서울 동대문구,-,37.5941424,127.0639762
520,서울특별시 중랑구 면목동,1529,1529,0000,경남아너스빌,84.9610,202507,04,"77,000",-,1,개인,개인,2006,답십리로75길 73,-,중개거래,"서울 광진구, 서울 중랑구",-,37.5757269,127.0805221
521,서울특별시 중랑구 면목동,715,0715,0000,늘푸른동아,59.6500,202507,04,"61,000",-,7,개인,개인,2002,동일로 476,-,중개거래,"서울 도봉구, 서울 중랑구",-,37.572847,127.0807591
522,서울특별시 중랑구 신내동,816,0816,0000,신내우디안1단지,84.9400,202507,04,"73,000",-,11,개인,개인,2014,신내역로1길 85,-,중개거래,서울 중랑구,-,37.6177088,127.1063902
523,서울특별시 성북구 돈암동,632,0632,0000,돈암동 풍림아파트 101~105동,84.6800,202507,04,"62,800",-,2,개인,개인,1999,북악산로 913,-,중개거래,서울 성북구,-,37.5954769,127.0236579
524,서울특별시 성북구 정릉동,239,0239,0000,정릉풍림아이원,59.8800,202507,04,"53,500",-,9,개인,개인,2005,솔샘로 120,-,중개거래,서울 성북구,-,37.6165725,127.009808
525,서울특별시 성북구 길음동,1283,1283,0000,길음뉴타운6단지(래미안),59.3730,202507,04,"105,000",-,2,개인,개인,2007,길음로 16,-,중개거래,서울 성북구,-,37.6064888,127.0226467
526,서울특별시 성북구 상월곡동,101,0101,0000,동아에코빌,84.9700,202507,04,"75,000",-,13,개인,개인,2003,장월로1길 28,-,중개거래,서울 성북구,-,37.6075901,127.0452092
527,서울특별시 강북구 미아동,813,0813,0000,래미안트리베라1단지,59.6000,202507,04,"77,500",-,18,개인,개인,2010,삼양로19길 25,-,중개거래,서울 강북구,-,37.6132194,127.0204388
528,서울특별시 강북구 미아동,812,0812,0000,삼성래미안트리베라2단지,84.1800,202507,04,"89,000",-,5,개인,개인,2010,삼양로27길 19,20250704,중개거래,"서울 강북구, 서울 성북구",-,37.6175119,127.0208266
529,서울특별시 강북구 미아동,812,0812,0000,삼성래미안트리베라2단지,84.1800,202507,04,"89,000",-,5,개인,개인,2010,삼양로27길 19,-,중개거래,"서울 강북구, 서울 성북구",-,37.6175119,127.0208266
530,서울특별시 강북구 미아동,1353,1353,0000,에스케이북한산시티,59.9800,202507,04,"62,000",-,9,개인,개인,2004,솔샘로 174,-,중개거래,서울 강북구,-,37.6183158,127.0129522
531,서울특별시 강북구 미아동,1357,1357,0000,삼각산아이원,84.7050,202507,04,"67,000",-,4,개인,개인,2003,삼양로19길 113,-,중개거래,서울 강북구,-,37.6156342,127.0178967
532,서울특별시 강북구 수유동,205,0205,0000,수유벽산1차,84.9200,202507,04,"53,000",-,3,개인,개인,1993,삼각산로 143-1,20250709,직거래,-,-,37.6423338,127.0193584
533,서울특별시 강북구 수유동,729,0729,0000,수유현대,59.7900,202507,04,"43,800",-,4,개인,개인,2000,한천로 1131,-,중개거래,서울 강북구,-,37.6454957,127.0182962
534,서울특별시 도봉구 쌍문동,59-3,0059,0003,한양5,65.3700,202507,04,"41,700",-,6,개인,개인,1991,해등로25길 36,-,중개거래,서울 도봉구,-,37.6561071,127.0318748
535,서울특별시 도봉구 방학동,720-1,0720,0001,대상타운현대아파트,84.7800,202507,04,"78,000",-,11,개인,개인,2001,마들로 616,-,중개거래,서울 도봉구,-,37.6655235,127.0478802
536,서울특별시 노원구 월계동,949,0949,0000,꿈의숲SKVIEW,59.9600,202507,04,"79,500",-,11,개인,개인,2016,월계로42길 97,-,중개거래,서울 노원구,-,37.622023,127.0535966
537,서울특별시 노원구 월계동,18,0018,0000,한진한화그랑빌,84.9700,202507,04,"97,000",-,10,개인,개인,2002,마들로 31,-,중개거래,서울 노원구,-,37.6183634,127.0686647
538,서울특별시 노원구 하계동,271-3,0271,0003,건영,53.1400,202507,04,"49,500",-,7,개인,개인,1988,섬밭로 229,-,중개거래,서울 노원구,-,37.636219,127.0639372
539,서울특별시 노원구 하계동,271-3,0271,0003,극동,55.7200,202507,04,"51,800",-,5,개인,개인,1988,섬밭로 229,-,중개거래,서울 노원구,-,37.636219,127.0639372
540,서울특별시 노원구 하계동,288,0288,0000,하계2현대,75.3500,202507,04,"78,000",-,12,개인,개인,1997,노원로18길 19,-,중개거래,서울 노원구,-,37.6446583,127.0720727
541,서울특별시 노원구 하계동,270,0270,0000,현대,71.6800,202507,04,"93,000",-,5,개인,개인,1988,섬밭로 232,-,중개거래,서울 노원구,-,37.6366152,127.0656682
542,서울특별시 노원구 상계동,1270,1270,0000,금호타운,84.5400,202507,04,"52,000",-,2,개인,개인,1995,한글비석로46나길 10,-,중개거래,서울 노원구,-,37.6674144,127.0687931
543,서울특별시 노원구 상계동,1282,1282,0000,상계2차중앙하이츠,59.8200,202507,04,"57,500",-,4,개인,개인,1998,노원로 428,-,중개거래,서울 노원구,-,37.655011,127.0680069
544,서울특별시 노원구 상계동,624,0624,0000,상계주공16(고층),45.7700,202507,04,"38,500",-,13,개인,개인,1988,동일로227길 86,-,중개거래,서울 노원구,-,37.6693821,127.0521901
545,서울특별시 노원구 상계동,135,0135,0000,한신1차,53.9600,202507,04,"40,900",-,9,개인,개인,1987,한글비석로46가길 16,-,중개거래,서울 노원구,-,37.6659995,127.0684337
546,서울특별시 노원구 상계동,135,0135,0000,한신1차,45.4400,202507,04,"33,700",-,11,개인,개인,1987,한글비석로46가길 16,-,중개거래,서울 노원구,-,37.6659995,127.0684337
547,서울특별시 은평구 녹번동,283,0283,0000,래미안베라힐즈,84.9800,202507,04,"123,300",-,14,개인,개인,2019,통일로 630,-,중개거래,서울 은평구,-,37.6039943,126.936473
548,서울특별시 은평구 응암동,760,0760,0000,백련산힐스테이트2차,84.5900,202507,04,"84,500",-,12,개인,개인,2011,백련산로 38,20250707,중개거래,서울 은평구,-,37.5915727,126.9237707
549,서울특별시 은평구 응암동,760,0760,0000,백련산힐스테이트2차,84.5900,202507,04,"84,500",-,12,개인,개인,2011,백련산로 38,-,중개거래,서울 은평구,-,37.5915727,126.9237707
550,서울특별시 은평구 응암동,767,0767,0000,백련산에스케이뷰아이파크,59.8545,202507,04,"87,000",-,2,개인,개인,2020,응암로30길 16,-,중개거래,서울 은평구,-,37.5952168,126.9208697
551,서울특별시 은평구 응암동,768,0768,0000,백련산해모로,59.9300,202507,04,"83,000",-,4,개인,개인,2020,응암로30길 15,-,중개거래,"경기 화성시, 서울 은평구",-,37.596346,126.9220345
552,서울특별시 은평구 신사동,34-7,0034,0007,에코벨리,62.3200,202507,04,"40,500",-,2,개인,개인,2003,증산로 431,-,중개거래,서울 은평구,-,37.5948304,126.9143269
553,서울특별시 은평구 진관동,20,0020,0000,상림마을8단지롯데캐슬(821~830동)BL1-12,84.7900,202507,04,"87,000",-,10,개인,개인,2008,진관3로 70,-,중개거래,서울 은평구,-,37.6418179,126.9223746
554,서울특별시 은평구 진관동,101,0101,0000,박석고개1단지힐스테이트(101~111동)BL2-12,59.8500,202507,04,"83,800",-,8,개인,개인,2009,진관1로 21-9,-,중개거래,서울 은평구,-,37.6317031,126.9200528
555,서울특별시 은평구 진관동,60,0060,0000,은평뉴타운솔하임,45.0340,202507,04,"52,500",-,3,개인,개인,2017,통일로 1080,-,중개거래,서울 은평구,-,37.6395615,126.9170619
556,서울특별시 서대문구 홍제동,453,0453,0000,청구1차,84.7800,202507,04,"90,500",-,15,개인,개인,1994,통일로 348,-,중개거래,"서울 마포구, 서울 서대문구",-,37.5820538,126.9520735
557,서울특별시 서대문구 대현동,104-36,0104,0036,신촌자이엘라,21.9600,202507,04,"27,900",-,20,개인,개인,2014,신촌로 149,20250708,중개거래,서울 마포구,-,37.5569659,126.9424896
558,서울특별시 서대문구 대현동,104-36,0104,0036,신촌자이엘라,21.9600,202507,04,"27,900",-,20,개인,개인,2014,신촌로 149,-,중개거래,서울 마포구,-,37.5569659,126.9424896
559,서울특별시 마포구 망원동,521,0521,0000,마포한강아이파크,111.2884,202507,04,"196,000",-,7,개인,개인,2019,희우정로 77,-,중개거래,서울 마포구,-,37.5526899,126.9030614
560,서울특별시 양천구 신정동,333,0333,0000,대림,84.8900,202507,04,"117,500",-,15,개인,개인,1992,신목로5길 9,-,중개거래,서울 양천구,-,37.5177358,126.8736238
561,서울특별시 양천구 신정동,325,0325,0000,목동신시가지11,51.4800,202507,04,"160,000",-,3,개인,개인,1988,목동동로 10,-,중개거래,서울 양천구,-,37.5120511,126.8583694
562,서울특별시 양천구 신정동,329,0329,0000,목동신시가지14,83.3100,202507,04,"235,000",-,9,개인,개인,1988,목동동로 130,20250709,중개거래,서울 양천구,-,37.5147094,126.8732757
563,서울특별시 양천구 신정동,329,0329,0000,목동신시가지14,83.3100,202507,04,"235,000",-,9,개인,개인,1988,목동동로 130,-,중개거래,서울 양천구,-,37.5147094,126.8732757
564,서울특별시 양천구 목동,901,0901,0000,목동신시가지1,154.4400,202507,04,"347,500",-,13,개인,개인,1985,목동서로 38,-,중개거래,서울 양천구,-,37.5392044,126.8805609
565,서울특별시 강서구 등촌동,632-4,0632,0004,삼성한사랑1,59.6900,202507,04,"67,000",-,17,개인,개인,1997,양천로66길 6,-,중개거래,서울 강서구,-,37.5552214,126.8643694
566,서울특별시 강서구 등촌동,688,0688,0000,주공3,58.1400,202507,04,"86,500",-,2,개인,개인,1995,강서로56나길 37,-,중개거래,"서울 강서구, 서울 영등포구",-,37.5618027,126.8410566
567,서울특별시 강서구 화곡동,887-1,0887,0001,태승훼밀리,77.5000,202507,04,"54,500",-,3,개인,개인,2003,국회대로7길 175,-,중개거래,서울 강서구,-,37.528798,126.851078
568,서울특별시 강서구 마곡동,748,0748,0000,마곡13단지힐스테이트마스터,59.9855,202507,04,"129,000",-,4,개인,개인,2017,마곡중앙1로 71,-,중개거래,서울 강서구,-,37.5579346,126.8182222
569,서울특별시 강서구 마곡동,1170,1170,0000,한림리첸빌102동,84.4200,202507,04,"59,000",-,8,개인,개인,2005,양천로 132,-,중개거래,서울 강서구,-,37.5731268,126.8184595
570,서울특별시 구로구 신도림동,642,0642,0000,대림2,134.9900,202507,04,"140,000",-,13,개인,개인,2001,신도림로 16,-,중개거래,서울 구로구,-,37.5051228,126.8821911
571,서울특별시 구로구 신도림동,639,0639,0000,우성2,84.8200,202507,04,"98,000",-,6,개인,개인,1996,신도림로 105,-,중개거래,서울 구로구,-,37.5124613,126.8854893
572,서울특별시 구로구 구로동,685-124,0685,0124,중앙하이츠,70.5200,202507,04,"62,000",-,11,개인,개인,1987,구일로8길 92,-,중개거래,서울 구로구,-,37.4970779,126.8759093
573,서울특별시 구로구 구로동,256-1,0256,0001,삼성래미안,78.6650,202507,04,"85,000",-,16,개인,개인,2004,디지털로31길 90,-,중개거래,서울 구로구,-,37.4875908,126.8919378
574,서울특별시 구로구 구로동,106-10,0106,0010,순영웰라이빌1차,59.5000,202507,04,"50,000",-,17,개인,개인,2003,가마산로27길 24,-,중개거래,"서울 구로구, 인천 부평구",-,37.4982026,126.8915806
575,서울특별시 구로구 개봉동,472,0472,0000,두산,59.6900,202507,04,"49,750",-,12,개인,개인,1997,남부순환로95길 88,-,중개거래,서울 구로구,-,37.4951444,126.8528968
576,서울특별시 금천구 독산동,965-1,0965,0001,예전이룸(965-1),49.1540,202507,04,"37,300",-,1,개인,개인,2003,시흥대로150길 21-58,-,중개거래,서울 금천구,-,37.4765481,126.9004884
577,서울특별시 금천구 시흥동,384-12,0384,0012,남서울건영2,61.2300,202507,04,"40,000",-,2,개인,개인,1989,독산로10길 96,-,중개거래,서울 금천구,-,37.4494593,126.9108623
578,서울특별시 영등포구 여의도동,32,0032,0000,수정,150.6500,202507,04,"310,000",-,5,개인,개인,1976,국제금융로7길 1,-,중개거래,서울 영등포구,-,37.5230399,126.9308262
579,서울특별시 영등포구 여의도동,50,0050,0000,시범,60.9600,202507,04,"233,500",-,2,개인,개인,1971,63로 45,-,중개거래,서울 영등포구,-,37.5207318,126.9369717
580,서울특별시 영등포구 양평동1가,269,0269,0000,이너스삼성,71.2000,202507,04,"71,000",-,11,개인,개인,2005,선유서로26길 23,-,중개거래,서울 영등포구,-,37.5242119,126.8891799
581,서울특별시 영등포구 양평동5가,76,0076,0000,양평한신,84.8700,202507,04,"113,000",-,15,개인,개인,1996,양평로24길 9,20250707,중개거래,서울 영등포구,-,37.5402076,126.8920413
582,서울특별시 영등포구 양평동5가,76,0076,0000,양평한신,84.8700,202507,04,"113,000",-,15,개인,개인,1996,양평로24길 9,-,중개거래,서울 영등포구,-,37.5402076,126.8920413
583,서울특별시 영등포구 신길동,4974,4974,0000,더샵파크프레스티지,84.9005,202507,04,"137,500",-,18,개인,개인,2022,가마산로79길 37,-,중개거래,"서울 서초구, 서울 영등포구",-,37.5078791,126.9166744
584,서울특별시 영등포구 대림동,608-1,0608,0001,현대3차,140.5400,202507,04,"114,500",-,9,개인,개인,1998,도신로 31,-,중개거래,서울 영등포구,-,37.5054294,126.8955964
585,서울특별시 동작구 노량진동,325,0325,0000,신동아리버파크,59.6700,202507,04,"113,500",-,11,개인,개인,2001,만양로 19,-,중개거래,서울 동작구,-,37.5077974,126.9447636
586,서울특별시 동작구 상도동,416,0416,0000,아이파크,84.9600,202507,04,"121,500",-,2,개인,개인,2004,장승배기로 26,-,중개거래,서울 동작구,-,37.5008355,126.9426068
587,서울특별시 동작구 흑석동,335,0335,0000,흑석한강센트레빌,114.9500,202507,04,"230,000",-,1,개인,개인,2011,흑석한강로 12,-,중개거래,서울 동작구,-,37.5062196,126.9652807
588,서울특별시 동작구 사당동,1134,1134,0000,경남아너스빌1차,84.9800,202507,04,"80,000",-,7,개인,개인,1997,사당로9가길 82,-,직거래,-,-,37.488396,126.9676308
589,서울특별시 동작구 사당동,1139,1139,0000,사당자이,84.4900,202507,04,"100,000",-,21,개인,개인,1999,사당로2가길 102,-,중개거래,서울 동작구,-,37.4890499,126.9626169
590,서울특별시 관악구 봉천동,1733,1733,0000,e편한세상서울대입구2차,116.7200,202507,04,"144,500",-,9,개인,개인,2020,참숯1길 19,-,중개거래,서울 관악구,-,37.4780821,126.9415739
591,서울특별시 관악구 봉천동,1712,1712,0000,관악드림(동아),114.7500,202507,04,"66,500",-,22,개인,개인,2003,성현로 80,-,직거래,-,-,37.4903659,126.9504558
592,서울특별시 관악구 봉천동,1718,1718,0000,벽산블루밍,59.9900,202507,04,"77,900",-,12,개인,개인,2005,은천로 93,-,중개거래,서울 관악구,-,37.4895169,126.9450489
593,서울특별시 관악구 신림동,1735,1735,0000,관악산휴먼시아2단지,84.9700,202507,04,"71,400",230,19,개인,개인,2008,난곡로 55,-,중개거래,서울 관악구,25.07.08,37.4594035,126.9199598
594,서울특별시 서초구 서초동,1355-24,1355,0024,우정에쉐르,72.4400,202507,04,"99,000",-,2,개인,개인,2004,서운로3길 29,-,중개거래,서울 서초구,-,37.4846714,127.0285904
595,서울특별시 강남구 역삼동,762-3,0762,0003,래미안그레이튼(진달래2차),84.8700,202507,04,"300,000",-,8,개인,개인,2011,도곡로 306,-,중개거래,서울 강남구,-,37.4941125,127.0475626
596,서울특별시 강남구 개포동,1284,1284,0000,개포자이프레지던스,78.7747,202507,04,"366,000",-,28,개인,개인,2023,삼성로 14,-,중개거래,서울 강남구,-,37.4851086,127.0716058
597,서울특별시 강남구 대치동,888,0888,0000,대치아이파크,149.7800,202507,04,"550,000",-,25,개인,개인,2008,선릉로 222,-,중개거래,서울 강남구,-,37.4947317,127.0545722
598,서울특별시 강남구 논현동,105,0105,0000,동현아파트1~6,84.9200,202507,04,"260,000",-,1,개인,개인,1986,언주로146길 18,-,중개거래,서울 강남구,-,37.5193597,127.0367435
599,서울특별시 강남구 자곡동,611,0611,0000,래미안강남힐즈,91.9600,202507,04,"195,000",-,12,개인,개인,2014,자곡로 101,-,중개거래,서울 강남구,-,37.4739193,127.0941233
600,서울특별시 강남구 자곡동,619,0619,0000,강남자곡 힐스테이트,74.8000,202507,04,"115,000",-,3,개인,개인,2015,자곡로3길 21,-,중개거래,서울 강남구,-,37.4711594,127.0884362
601,서울특별시 강남구 수서동,746,0746,0000,까치마을,39.6000,202507,04,"110,000",-,10,개인,법인,1993,광평로19길 10,-,중개거래,서울 강남구,-,37.4849884,127.0878214
602,서울특별시 강남구 수서동,736,0736,0000,신동아,39.5100,202507,04,"118,000",-,1,개인,개인,1992,광평로47길 17,-,중개거래,서울 강남구,-,37.4877905,127.098367
603,서울특별시 송파구 잠실동,22,0022,0000,리센츠,84.9900,202507,04,"320,000",-,5,개인,개인,2008,올림픽로 135,-,중개거래,서울 송파구,-,37.5133934,127.086817
604,서울특별시 송파구 잠실동,19,0019,0000,잠실엘스,84.9700,202507,04,"330,000",-,21,개인,개인,2008,올림픽로 99,-,중개거래,"서울 강동구, 서울 송파구",-,37.5133051,127.0815962
605,서울특별시 송파구 송파동,243,0243,0000,래미안송파파인탑,71.7600,202507,04,"200,000",-,11,개인,개인,2012,오금로32길 31,-,중개거래,서울 송파구,-,37.5026987,127.1200286
606,서울특별시 송파구 송파동,166,0166,0000,가락삼익맨숀,84.8280,202507,04,"224,500",-,11,개인,개인,1984,오금로32길 5,-,중개거래,"서울 강남구, 서울 송파구",-,37.5044087,127.1215443
607,서울특별시 송파구 송파동,166,0166,0000,가락삼익맨숀,108.3380,202507,04,"244,000",-,4,개인,개인,1984,오금로32길 5,-,중개거래,"서울 강남구, 서울 송파구",-,37.5044087,127.1215443
608,서울특별시 송파구 송파동,170,0170,0000,SK,83.8000,202507,04,"120,000",-,6,개인,개인,2001,송이로 50,-,중개거래,"서울 강동구, 서울 송파구",-,37.500923,127.1179166
609,서울특별시 송파구 송파동,164,0164,0000,금강KCC,58.4500,202507,04,"93,500",-,4,개인,개인,2003,송이로 27-1,20250707,중개거래,서울 송파구,-,37.5031635,127.1172641
610,서울특별시 송파구 송파동,164,0164,0000,금강KCC,84.9900,202507,04,"123,000",-,4,개인,개인,2003,송이로 27-1,-,중개거래,서울 송파구,-,37.5031635,127.1172641
611,서울특별시 송파구 송파동,164,0164,0000,금강KCC,58.4500,202507,04,"93,500",-,4,개인,개인,2003,송이로 27-1,-,중개거래,서울 송파구,-,37.5031635,127.1172641
612,서울특별시 송파구 가락동,913,0913,0000,헬리오시티,84.9800,202507,04,"273,000",-,21,개인,개인,2018,송파대로 345,-,중개거래,서울 송파구,-,37.4976183,127.1072604
613,서울특별시 송파구 가락동,55,0055,0000,현대(6차),84.8000,202507,04,"120,000",-,8,개인,개인,1991,송이로19길 8,-,중개거래,서울 송파구,-,37.4974498,127.1224858
614,서울특별시 송파구 문정동,1,0001,0000,문정래미안,133.2900,202507,04,"170,000",-,14,개인,개인,2004,문정로 83,-,중개거래,서울 송파구,-,37.4905808,127.1306634
615,서울특별시 송파구 거여동,607,0607,0000,송파레이크파크호반써밋Ⅱ,108.8109,202507,04,"230,000",-,7,개인,개인,2022,위례송파로 80,-,중개거래,"경기 구리시, 서울 송파구",-,37.4848407,127.1426168
616,서울특별시 송파구 거여동,290,0290,0000,거여1단지,39.6000,202507,04,"63,000",-,2,개인,개인,1997,양산로8길 8,-,중개거래,서울 송파구,-,37.4912865,127.1446606
617,서울특별시 송파구 거여동,46,0046,0000,현대3차,84.9400,202507,04,"96,500",-,7,개인,개인,1993,거마로 41,-,중개거래,서울 송파구,-,37.4968891,127.14505
618,서울특별시 송파구 마천동,582,0582,0000,송파파크데일1단지,84.8500,202507,04,"108,500",-,6,개인,개인,2011,성내천로37길 37,-,중개거래,서울 송파구,-,37.4988304,127.1592193
619,서울특별시 강동구 명일동,332,0332,0000,명일지에스아파트,59.7900,202507,04,"83,000",-,16,개인,개인,1999,상암로51길 61,-,중개거래,서울 강동구,-,37.5490861,127.1460609
620,서울특별시 강동구 명일동,15,0015,0000,삼익그린2차,107.5600,202507,04,"209,900",-,6,개인,개인,1984,고덕로 210,-,중개거래,서울 강동구,-,37.5521163,127.1490061
621,서울특별시 강동구 고덕동,693,0693,0000,고덕그라시움,84.2400,202507,04,"200,000",-,10,개인,개인,2019,고덕로 333,-,중개거래,서울 강동구,-,37.5575731,127.1634065
622,서울특별시 강동구 길동,456-4,0456,0004,다성이즈빌,23.3900,202507,04,"29,700",-,15,개인,개인,2018,천호대로175길 14,-,중개거래,서울 강동구,-,37.5352778,127.1370931
623,서울특별시 강동구 천호동,217-132,0217,0132,동아하이빌아파트,84.9700,202507,04,"89,900",-,16,개인,개인,2000,구천면로 278,-,중개거래,서울 강동구,-,37.5447579,127.1342431
624,서울특별시 강동구 천호동,447-17,0447,0017,강동역신동아파밀리에,94.6100,202507,03,"127,000",-,25,개인,개인,2015,천호대로 1089,-,중개거래,서울 강동구,-,37.5365922,127.1334296
625,서울특별시 강북구 미아동,813,0813,0000,래미안트리베라1단지,59.6000,202507,03,"75,000",-,5,개인,개인,2010,삼양로19길 25,-,중개거래,서울 강북구,-,37.6132194,127.0204388
626,서울특별시 강북구 미아동,1369,1369,0000,꿈의숲해링턴플레이스,84.6700,202507,03,"87,000",-,2,개인,개인,2019,오현로 45,-,중개거래,서울 강북구,-,37.6190198,127.034298
627,서울특별시 은평구 증산동,258,0258,0000,DMC센트럴자이(3단지),84.8800,202507,03,"155,500",-,5,개인,개인,2023,수색로 200,-,중개거래,서울 은평구,-,37.5800804,126.903417
628,서울특별시 강서구 공항동,14-10,0014,0010,스카이,82.1400,202507,03,"54,200",-,2,개인,개인,2000,공항대로7길 40,-,중개거래,서울 강서구,-,37.5625909,126.8136309
629,서울특별시 구로구 개봉동,478,0478,0000,한진,114.9300,202507,03,"68,800",-,15,개인,개인,2000,개봉로3길 87,-,중개거래,서울 구로구,-,37.4849285,126.8516594
630,서울특별시 동작구 대방동,501,0501,0000,대림아파트,59.8400,202507,03,"119,000",-,19,개인,개인,1993,여의대방로44길 10,-,중개거래,"서울 금천구, 서울 동작구",-,37.5074604,126.9247494
631,서울특별시 강남구 압구정동,510,0510,0000,한양8(81동한개동),200.9900,202507,03,"795,000",-,2,개인,개인,1984,압구정로 403,-,중개거래,서울 강남구,-,37.529877,127.042207
632,서울특별시 동작구 신대방동,707,0707,0000,현대,84.5700,202507,03,"98,700",-,16,개인,개인,1996,여의대방로 28,-,직거래,-,-,37.4947386,126.9117482
633,서울특별시 동작구 신대방동,708,0708,0000,해태보라매타워,59.9400,202507,03,"64,000",-,14,개인,개인,1996,보라매로3길 29,-,중개거래,서울 동작구,-,37.4912113,126.9249903
634,서울특별시 강남구 압구정동,490,0490,0000,한양1차(영동한양),63.8700,202507,03,"530,000",-,2,개인,개인,1977,압구정로 321,-,중개거래,서울 강남구,-,37.53035,127.0392942
