NO,시군구,번지,본번,부번,단지명,전용면적(㎡),계약년월,계약일,거래금액(만원),동,층,매수자,매도자,건축년도,도로명,해제사유발생일,거래유형,중개사소재지,등기일자,latitude,longitude
1,서울특별시 노원구 하계동,271-3,0271,0003,건영,53.1400,202507,15,"50,000",-,5,개인,개인,1988,섬밭로 229,-,중개거래,서울 노원구,-,37.636219,127.0639372
2,서울특별시 강남구 개포동,176-2,0176,0002,대치푸르지오발라드,41.3882,202507,15,"108,018",-,8,개인,법인,2024,개포로 407,-,직거래,-,-,37.4872436,127.0606739
3,서울특별시 은평구 녹번동,282,0282,0000,힐스테이트녹번,84.8980,202507,14,"126,000",-,19,개인,개인,2019,통일로 610,-,중개거래,서울 은평구,-,37.6019869,126.9363535
4,서울특별시 관악구 봉천동,1718,1718,0000,벽산블루밍,114.9700,202507,14,"109,000",-,5,개인,개인,2005,은천로 93,-,중개거래,서울 관악구,-,37.4895169,126.9450489
5,서울특별시 양천구 신정동,312,0312,0000,목동신시가지9,53.8200,202507,14,"188,500",-,4,개인,개인,1987,목동서로 340,-,중개거래,서울 양천구,-,37.5197024,126.8640477
6,서울특별시 은평구 응암동,88-8,0088,0008,응암아네스트,13.6793,202507,14,"10,500",-,11,개인,개인,2014,은평로 123,-,중개거래,서울 은평구,-,37.6005491,126.9215428
7,서울특별시 은평구 응암동,739,0739,0000,응암동금호,59.8200,202507,14,"61,500",-,15,개인,개인,1998,응암로 318,-,중개거래,서울 은평구,-,37.5993592,126.9223263
8,서울특별시 구로구 구로동,1285,1285,0000,대림역경남아너스빌,84.8382,202507,14,"70,000",-,10,개인,개인,2009,구로중앙로8길 41-23,-,중개거래,서울 구로구,-,37.4933718,126.8929531
9,서울특별시 노원구 월계동,924,0924,0000,초안2,39.6000,202507,14,"29,500",-,5,개인,개인,1997,우이천로 102,-,중개거래,"서울 강북구, 서울 도봉구",-,37.6315737,127.0426624
10,서울특별시 동대문구 장안동,569,0569,0000,현대홈타운2차,84.9700,202507,14,"82,000",-,9,개인,개인,2005,장한로26다길 84,-,중개거래,서울 동대문구,-,37.5687024,127.0717084
11,서울특별시 강동구 성내동,25-1,0025,0001,이안강동,84.9800,202507,14,"84,800",-,5,개인,개인,2006,천호대로162길 34,-,중개거래,서울 강동구,-,37.5355771,127.1279523
12,서울특별시 양천구 목동,901,0901,0000,목동신시가지1,65.3400,202507,14,"245,000",-,1,개인,개인,1985,목동서로 38,-,중개거래,서울 양천구,-,37.5392044,126.8805609
13,서울특별시 동대문구 용두동,779,0779,0000,신동아,58.5900,202507,14,"65,000",-,6,개인,개인,1994,무학로26길 30,-,중개거래,서울 동대문구,-,37.5729396,127.032591
14,서울특별시 관악구 신림동,1694,1694,0000,신림현대,34.8600,202507,14,"43,300",-,13,개인,개인,1993,신림로29길 8,-,중개거래,"경기 용인시 수지구, 서울 관악구",-,37.4754742,126.9321206
15,서울특별시 성북구 돈암동,644,0644,0000,돈암코오롱하늘채,84.8690,202507,14,"110,000",-,12,개인,개인,2016,아리랑로 75,-,중개거래,서울 성북구,-,37.5989784,127.0132976
16,서울특별시 양천구 신정동,311,0311,0000,목동신시가지10,105.5800,202507,14,"263,000",-,8,개인,개인,1987,목동서로 400,-,중개거래,서울 양천구,-,37.5177155,126.8588626
17,서울특별시 양천구 신정동,311,0311,0000,목동신시가지10,106.0600,202507,14,"260,000",-,3,개인,개인,1987,목동서로 400,-,중개거래,서울 양천구,-,37.5177155,126.8588626
18,서울특별시 양천구 신정동,325,0325,0000,목동신시가지11,51.4800,202507,14,"170,000",-,12,개인,개인,1988,목동동로 10,-,중개거래,서울 양천구,-,37.5120511,126.8583694
19,서울특별시 양천구 신정동,326,0326,0000,목동신시가지12,53.4600,202507,14,"179,000",-,12,개인,개인,1988,목동동로 50,-,중개거래,서울 양천구,-,37.5132243,126.8613625
20,서울특별시 마포구 아현동,804,0804,0000,더클래시,59.9700,202507,13,"200,000",-,2,개인,개인,2022,신촌로28길 50,-,중개거래,"서울 마포구, 인천 서구",-,37.5557061,126.9504721
21,서울특별시 구로구 구로동,796-72,0796,0072,한마음(796-72),43.0500,202507,13,"19,500",-,4,개인,개인,1997,도림로6길 39-15,-,중개거래,서울 구로구,-,37.4852866,126.8886803
22,서울특별시 성북구 돈암동,609-1,0609,0001,한진(609-1),59.5800,202507,13,"61,000",-,20,개인,개인,1998,성북로4길 52,-,중개거래,서울 성북구,-,37.5958787,127.0104755
23,서울특별시 성동구 성수동2가,609-2,0609,0002,강변임광,84.6900,202507,13,"300,000",-,16,개인,개인,2000,둘레19길 5,-,중개거래,서울 성동구,-,37.535348,127.0572025
24,서울특별시 은평구 응암동,577-7,0577,0007,아르지움주상복합,49.7600,202507,13,"58,900",-,15,개인,개인,2024,응암로 217,-,직거래,-,-,37.5914944,126.9171333
25,서울특별시 양천구 신정동,337,0337,0000,목동우성2,84.9600,202507,13,"97,800",-,10,개인,개인,2000,목동남로4길 6-23,-,중개거래,"경기 김포시, 서울 양천구",-,37.507442,126.8655747
26,서울특별시 동대문구 장안동,346-1,0346,0001,태솔아파트3차,59.5700,202507,13,"52,700",-,14,개인,개인,2018,장한로26가길 53,-,중개거래,"경기 김포시, 서울 동대문구",-,37.5692814,127.0709783
27,서울특별시 영등포구 도림동,821,0821,0000,영등포아트자이,84.7810,202507,12,"130,000",-,5,개인,개인,2014,도영로 66,-,중개거래,서울 영등포구,-,37.5108017,126.8998823
28,서울특별시 서대문구 홍제동,453,0453,0000,청구1차,84.7800,202507,12,"90,000",-,11,개인,개인,1994,통일로 348,-,중개거래,서울 서대문구,-,37.5820538,126.9520735
29,서울특별시 중랑구 신내동,785,0785,0000,건영2차,74.2500,202507,12,"66,500",-,14,개인,개인,1996,신내로7길 20,20250712,중개거래,서울 중랑구,-,37.6013912,127.0960991
30,서울특별시 중랑구 신내동,785,0785,0000,건영2차,74.2500,202507,12,"66,500",-,14,개인,개인,1996,신내로7길 20,-,중개거래,서울 중랑구,-,37.6013912,127.0960991
31,서울특별시 중랑구 신내동,661,0661,0000,신내11대명,39.7600,202507,12,"37,000",-,4,개인,개인,1996,봉화산로 193,-,중개거래,서울 중랑구,-,37.6073321,127.0942124
32,서울특별시 성북구 정릉동,1015,1015,0000,길음뉴타운경남아너스빌,50.4500,202507,12,"56,000",-,13,개인,개인,1999,정릉로 305,-,중개거래,서울 성북구,-,37.6048313,127.017434
33,서울특별시 강동구 성내동,295,0295,0000,성안마을청구,59.9300,202507,12,"83,900",-,3,개인,개인,2002,풍성로 114-1,-,중개거래,서울 강동구,-,37.5319456,127.12443
34,서울특별시 동작구 상도동,531,0531,0000,힐스테이트 상도 센트럴파크,84.6099,202507,12,"165,500",-,9,개인,개인,2012,상도로 346-1,-,중개거래,서울 동작구,-,37.4958315,126.9511563
35,서울특별시 노원구 월계동,949,0949,0000,꿈의숲SKVIEW,84.9300,202507,12,"89,000",-,6,개인,개인,2016,월계로42길 97,-,중개거래,"서울 노원구, 서울 성북구",-,37.622023,127.0535966
36,서울특별시 강동구 길동,388-2,0388,0002,에스아이팰리스강동센텀I,34.7710,202507,12,"42,463",-,9,개인,법인,2023,천중로42길 77,-,직거래,-,-,37.5376443,127.1386002
37,서울특별시 노원구 월계동,775,0775,0000,대우,134.6400,202507,12,"72,500",-,12,개인,개인,1998,초안산로5길 22,-,중개거래,서울 성북구,-,37.6329404,127.0512125
38,서울특별시 양천구 목동,901,0901,0000,목동신시가지1,65.3400,202507,12,"228,000",-,2,개인,개인,1985,목동서로 38,-,중개거래,서울 양천구,-,37.5392044,126.8805609
39,서울특별시 구로구 개봉동,481,0481,0000,현대,84.9900,202507,12,"82,200",-,7,개인,개인,2001,개봉로20길 6,-,중개거래,서울 구로구,-,37.4924268,126.8583211
40,서울특별시 관악구 신림동,1736,1736,0000,신림2차푸르지오,59.9850,202507,12,"62,000",-,3,개인,개인,2007,난곡로 66,-,중개거래,서울 관악구,-,37.4611964,126.9201227
41,서울특별시 노원구 하계동,353,0353,0000,우방,59.7400,202507,12,"48,000",-,12,개인,개인,1999,공릉로58길 176,-,중개거래,서울 노원구,-,37.637618,127.077198
42,서울특별시 관악구 봉천동,1717,1717,0000,관악푸르지오,59.5800,202507,12,"87,000",-,19,개인,개인,2004,관악로30길 27,-,중개거래,"서울 관악구, 서울 동작구",-,37.485937,126.9618216
43,서울특별시 금천구 시흥동,1013,1013,0000,관악산벽산타운5,84.9700,202507,12,"54,500",-,3,개인,개인,2004,금하로 816,-,중개거래,서울 금천구,-,37.4487957,126.919212
44,서울특별시 노원구 상계동,172,0172,0000,상계대림,59.6700,202507,12,"49,300",-,11,개인,개인,1989,상계로 193-14,-,중개거래,서울 노원구,-,37.6635395,127.074681
45,서울특별시 서초구 서초동,1363-25,1363,0025,한라비발디스튜디오193,19.9900,202507,12,"26,000",-,9,개인,개인,2013,강남대로39길 15-10,-,중개거래,서울 서초구,-,37.4857071,127.0321303
46,서울특별시 송파구 장지동,849,0849,0000,송파파인타운3단지,84.9800,202507,12,"148,000",-,18,개인,개인,2008,충민로 152,20250712,중개거래,"서울 서대문구, 서울 송파구",-,37.483645,127.1328805
47,서울특별시 노원구 상계동,1306,1306,0000,우림루미아트1,84.8870,202507,12,"67,000",-,3,개인,개인,2004,동일로230가길 71,-,중개거래,서울 노원구,-,37.674901,127.0562689
48,서울특별시 강남구 역삼동,766-8,0766,0008,트레벨,36.7400,202507,12,"62,000",-,4,개인,개인,2002,도곡로57길 9-7,-,중개거래,서울 강남구,-,37.4961363,127.0504044
49,서울특별시 노원구 상계동,720,0720,0000,상계주공6(고층),49.9400,202507,12,"59,000",-,7,개인,개인,1988,노해로 508,-,중개거래,서울 노원구,-,37.6539092,127.065893
50,서울특별시 송파구 장지동,849,0849,0000,송파파인타운3단지,84.9800,202507,12,"148,000",-,17,개인,개인,2008,충민로 152,-,중개거래,서울 송파구,-,37.483645,127.1328805
51,서울특별시 노원구 상계동,691,0691,0000,상계주공7(고층),41.3000,202507,12,"52,800",-,4,개인,개인,1988,동일로 1456,-,중개거래,서울 노원구,-,37.6579231,127.0606254
52,서울특별시 강서구 가양동,1475,1475,0000,강변,34.4400,202507,12,"56,000",-,9,개인,개인,1992,허준로 139,-,중개거래,서울 강서구,-,37.5652982,126.8557413
53,서울특별시 도봉구 쌍문동,54,0054,0000,현대1,84.6600,202507,12,"51,000",-,5,개인,개인,1990,해등로 242-12,-,직거래,-,-,37.6587814,127.0317659
54,서울특별시 동대문구 용두동,779,0779,0000,신동아,49.6800,202507,12,"59,500",-,4,개인,개인,1994,무학로26길 30,-,중개거래,서울 동대문구,-,37.5729396,127.032591
55,서울특별시 노원구 상계동,670,0670,0000,상계주공9(고층),49.9400,202507,12,"49,000",-,9,개인,개인,1988,노원로 532,-,중개거래,서울 노원구,-,37.6632641,127.0592403
56,서울특별시 구로구 구로동,49,0049,0000,금호,84.7000,202507,12,"55,000",-,21,개인,개인,1997,공원로 26,-,중개거래,서울 구로구,-,37.5000583,126.8919875
57,서울특별시 구로구 구로동,49,0049,0000,금호,84.7000,202507,12,"55,000",-,21,개인,개인,1997,공원로 26,20250712,중개거래,서울 구로구,-,37.5000583,126.8919875
58,서울특별시 구로구 구로동,685-70,0685,0070,현대연예인,54.8600,202507,12,"46,000",-,1,개인,개인,1989,구일로4길 46,-,중개거래,서울 구로구,-,37.4927124,126.877219
59,서울특별시 강남구 대치동,893,0893,0000,롯데캐슬,84.7500,202507,12,"250,000",-,8,개인,개인,2002,삼성로85길 11,-,중개거래,"서울 강남구, 서울 송파구",-,37.5051133,127.0567133
60,서울특별시 강남구 논현동,276-1,0276,0001,아크로힐스논현,113.0870,202507,12,"350,000",-,20,개인,개인,2014,언주로 604,-,중개거래,서울 강남구,-,37.5095777,127.0389463
61,서울특별시 광진구 구의동,671,0671,0000,구의자이르네,59.7814,202507,12,"92,500",-,13,개인,개인,2021,광나루로39길 11,-,중개거래,서울 광진구,-,37.5455028,127.0887807
62,서울특별시 강북구 미아동,1357,1357,0000,삼각산아이원,114.8800,202507,12,"79,300",-,1,개인,개인,2003,삼양로19길 113,-,중개거래,서울 강북구,-,37.6156342,127.0178967
63,서울특별시 송파구 오금동,160,0160,0000,삼성,73.5900,202507,12,"97,500",-,11,개인,개인,1989,문정로 197,-,중개거래,"서울 성동구, 서울 송파구",-,37.4965662,127.1388466
64,서울특별시 강북구 미아동,1353,1353,0000,에스케이북한산시티,114.8500,202507,12,"80,400",-,4,개인,개인,2004,솔샘로 174,-,중개거래,서울 강북구,-,37.6183158,127.0129522
65,서울특별시 구로구 구로동,685-223,0685,0223,주공2,41.3000,202507,12,"51,300",-,2,개인,개인,1987,구일로4길 22,-,중개거래,서울 구로구,-,37.4913839,126.8770111
66,서울특별시 양천구 신월동,1057,1057,0000,롯데캐슬(1057-0),59.8800,202507,12,"71,000",-,12,개인,개인,2010,오목로5길 19,-,중개거래,서울 양천구,-,37.523402,126.8400896
67,서울특별시 동대문구 답십리동,80-2,0080,0002,청솔2차우성,59.9700,202507,12,"67,000",-,8,개인,개인,2000,전농로10길 80,-,중개거래,서울 동대문구,-,37.5759003,127.0619818
68,서울특별시 동작구 신대방동,565,0565,0000,우성1차,66.6900,202507,12,"84,000",-,1,개인,개인,1988,여의대방로 22,-,중개거래,서울 동작구,-,37.4920816,126.9115325
69,서울특별시 양천구 신월동,1020,1020,0000,신성미소지움,84.5700,202507,12,"70,000",-,1,개인,개인,2003,오목로 76-1,-,중개거래,서울 양천구,-,37.5225472,126.8466241
70,서울특별시 영등포구 여의도동,50,0050,0000,시범,118.1200,202507,12,"385,000",-,11,개인,개인,1971,63로 45,-,중개거래,서울 영등포구,-,37.5207318,126.9369717
71,서울특별시 동대문구 장안동,587,0587,0000,동대문더퍼스트데시앙,84.8605,202507,12,"102,500",-,14,개인,개인,2019,장한로27가길 37,-,중개거래,서울 동대문구,-,37.574652,127.070606
72,서울특별시 구로구 개봉동,170-30,0170,0030,신개봉삼환,59.8100,202507,12,"55,000",-,8,개인,개인,2001,경인로38길 13,-,중개거래,"서울 구로구, 서울 동작구",-,37.4968824,126.8576983
73,서울특별시 관악구 신림동,1735,1735,0000,관악산휴먼시아2단지,84.9800,202507,12,"72,000",-,19,개인,개인,2008,난곡로 55,-,중개거래,서울 관악구,-,37.4594035,126.9199598
74,서울특별시 은평구 불광동,643,0643,0000,북한산힐스테이트7차,59.9810,202507,12,"95,500",-,12,개인,개인,2011,통일로 796,-,중개거래,서울 은평구,-,37.6160938,126.9264534
75,서울특별시 영등포구 문래동6가,54,0054,0000,문래미원,84.9300,202507,12,"91,400",-,5,개인,개인,1996,문래로8길 5,-,중개거래,서울 영등포구,-,37.5197904,126.8865812
76,서울특별시 영등포구 양평동1가,271,0271,0000,영등포중흥에스클래스,84.9500,202507,12,"136,000",-,24,개인,개인,2021,선유서로24길 6,-,중개거래,서울 영등포구,-,37.523662,126.8866233
77,서울특별시 종로구 창신동,703,0703,0000,창신쌍용2,64.6600,202507,12,"60,000",-,6,개인,개인,1993,낙산길 198,-,중개거래,서울 종로구,-,37.5807661,127.0110854
78,서울특별시 노원구 공릉동,748,0748,0000,신도1차아파트,81.2768,202507,12,"78,500",-,9,개인,개인,2002,동일로191가길 59,-,중개거래,서울 노원구,-,37.6276108,127.0701174
79,서울특별시 동작구 사당동,206-127,0206,0127,사당휴브리지(206-127),12.4900,202507,12,"14,200",-,9,개인,개인,2015,사당로 158,-,중개거래,서울 동작구,-,37.4873895,126.9667815
80,서울특별시 노원구 공릉동,81,0081,0000,태강아파트(아이파크),49.6000,202507,12,"51,700",-,10,개인,개인,1999,공릉로34길 62,-,중개거래,서울 노원구,-,37.6235709,127.0825383
81,서울특별시 중랑구 면목동,1544,1544,0000,라온프라이빗,59.9699,202507,12,"87,000",-,8,개인,개인,2020,동일로91길 23,-,중개거래,서울 중랑구,-,37.5828339,127.0782641
82,서울특별시 강남구 일원동,719,0719,0000,푸른마을아파트101동~111동,84.9300,202507,12,"260,000",-,5,개인,개인,1994,일원로14길 25,-,중개거래,서울 강남구,-,37.4846837,127.0813262
83,서울특별시 강남구 일원동,731,0731,0000,한솔마을,84.7300,202507,12,"300,000",-,5,개인,개인,1994,광평로10길 6,-,중개거래,서울 강남구,-,37.482319,127.0775171
84,서울특별시 은평구 응암동,760,0760,0000,백련산힐스테이트2차,59.6300,202507,12,"72,500",-,5,개인,개인,2011,백련산로 38,-,중개거래,"서울 서대문구, 서울 은평구",-,37.5915727,126.9237707
85,서울특별시 은평구 응암동,767,0767,0000,백련산에스케이뷰아이파크,59.9335,202507,12,"88,500",-,5,개인,개인,2020,응암로30길 16,-,중개거래,서울 은평구,-,37.5952168,126.9208697
86,서울특별시 성북구 하월곡동,222,0222,0000,월곡두산위브,84.8430,202507,12,"84,300",-,18,개인,개인,2003,오패산로 46,-,중개거래,서울 성북구,-,37.6070692,127.0387215
87,서울특별시 성북구 하월곡동,225,0225,0000,래미안월곡,84.5890,202507,12,"96,000",-,10,개인,개인,2006,오패산로 90,20250712,중개거래,서울 성북구,-,37.6105006,127.0370358
88,서울특별시 서대문구 남가좌동,381,0381,0000,DMC센트레빌,84.9800,202507,12,"115,000",-,12,개인,개인,2009,거북골로 120,-,중개거래,서울 서대문구,-,37.5761735,126.9157281
89,서울특별시 노원구 공릉동,81,0081,0000,태강아파트(아이파크),49.6000,202507,12,"52,000",-,6,개인,개인,1999,공릉로34길 62,-,중개거래,서울 노원구,-,37.6235709,127.0825383
90,서울특별시 관악구 신림동,1735,1735,0000,관악산휴먼시아2단지,114.7000,202507,12,"73,500",-,2,개인,개인,2008,난곡로 55,-,중개거래,서울 관악구,-,37.4594035,126.9199598
91,서울특별시 노원구 중계동,359-1,0359,0001,주공5,44.9400,202507,11,"45,200",-,1,개인,개인,1992,중계로 230,-,중개거래,서울 노원구,-,37.6532581,127.0766362
92,서울특별시 성북구 하월곡동,228,0228,0000,꿈의숲푸르지오,59.6500,202507,11,"76,500",-,12,개인,개인,2010,오패산로16가길 40,-,중개거래,서울 성북구,-,37.6107682,127.0390219
93,서울특별시 영등포구 여의도동,50,0050,0000,시범,118.1200,202507,11,"208,000",-,9,개인,개인,1971,63로 45,-,직거래,-,-,37.5207318,126.9369717
94,서울특별시 구로구 개봉동,270-80,0270,0080,거성,79.1700,202507,11,"39,000",-,3,개인,개인,1988,개봉로15길 91,-,직거래,-,-,37.4893909,126.8509986
95,서울특별시 구로구 구로동,685-222,0685,0222,주공1,83.8700,202507,11,"88,000",-,5,개인,개인,1986,구일로4길 65,-,중개거래,서울 구로구,-,37.4940337,126.8760302
96,서울특별시 영등포구 당산동4가,94-1,0094,0001,당산삼성2차,59.7600,202507,11,"104,000",-,7,개인,개인,1997,당산로36길 12,-,중개거래,서울 영등포구,-,37.5280854,126.8984276
97,서울특별시 마포구 상암동,1741,1741,0000,상암월드컵파크11단지,84.8900,202507,11,"95,000",-,10,개인,개인,2010,월드컵북로 502-37,-,중개거래,서울 마포구,-,37.5876832,126.8812925
98,서울특별시 노원구 하계동,273,0273,0000,장미(시영6),39.9200,202507,11,"46,000",-,8,개인,개인,1989,섬밭로 196,-,중개거래,서울 노원구,-,37.6334378,127.0675549
99,서울특별시 영등포구 신길동,4955,4955,0000,신길센트럴아이파크,59.9700,202507,11,"134,000",-,7,개인,개인,2019,가마산로 426,-,중개거래,"서울 영등포구, 인천 서구",-,37.5041298,126.9042573
100,서울특별시 노원구 하계동,271-3,0271,0003,극동,84.9100,202507,11,"73,000",-,1,개인,개인,1988,섬밭로 229,-,중개거래,서울 노원구,-,37.636219,127.0639372
101,서울특별시 강남구 도곡동,967,0967,0000,경남,59.7600,202507,11,"195,000",-,3,개인,개인,2005,논현로 209,-,중개거래,서울 강남구,-,37.4886314,127.0408207
102,서울특별시 구로구 항동,241,0241,0000,한양수자인에듀힐즈,84.9591,202507,11,"82,000",-,2,개인,개인,2019,항동로 42,-,중개거래,서울 구로구,-,37.4779402,126.8254873
103,서울특별시 도봉구 창동,316,0316,0000,창동주공2단지,36.1600,202507,11,"34,000",-,15,개인,개인,1990,해등로12길 44,-,중개거래,서울 도봉구,-,37.652864,127.0426299
104,서울특별시 강서구 염창동,66-9,0066,0009,염창동한강우성,65.8800,202507,11,"75,500",-,5,개인,개인,1990,양천로67길 77,-,중개거래,서울 강서구,-,37.5554972,126.8703483
105,서울특별시 마포구 상암동,1689,1689,0000,상암월드컵파크6단지,84.5300,202507,11,"132,500",-,13,개인,개인,2005,상암산로1길 57,-,중개거래,서울 마포구,-,37.579962,126.8834073
106,서울특별시 구로구 항동,242,0242,0000,하버라인3단지,59.8600,202507,11,"65,000",-,2,개인,개인,2019,항동로 43,-,중개거래,서울 구로구,-,37.4793963,126.8246131
107,서울특별시 도봉구 방학동,713-12,0713,0012,우암쎈스뷰아파트,68.8410,202507,11,"51,000",-,6,개인,개인,2003,도봉로146길 48,-,중개거래,서울 도봉구,-,37.6640609,127.0458749
108,서울특별시 서대문구 북가좌동,431,0431,0000,DMC한양,84.3300,202507,11,"65,000",-,9,개인,개인,1987,응암로 28,-,직거래,-,-,37.5760064,126.9092585
109,서울특별시 강서구 화곡동,1173,1173,0000,우장산숲아이파크,59.9983,202507,11,"111,000",-,9,개인,개인,2022,화곡로31다길 20,-,중개거래,서울 강서구,-,37.5451584,126.8394864
110,서울특별시 금천구 독산동,184-3,0184,0003,아셈그린힐,74.8600,202507,11,"46,000",-,6,개인,개인,2002,독산로78다길 22,-,중개거래,서울 금천구,-,37.4693221,126.9052063
111,서울특별시 서대문구 홍은동,470,0470,0000,힐스테이트홍은포레스트,59.8400,202507,11,"89,000",-,3,개인,개인,2023,가좌로4길 21,-,중개거래,"서울 서대문구, 서울 은평구",-,37.5859454,126.9254134
112,서울특별시 구로구 구로동,794-12,0794,0012,(794-12),55.0200,202507,11,"21,000",-,5,개인,개인,1998,도림로10길 18-3,-,직거래,-,-,37.4857481,126.8883777
113,서울특별시 양천구 신정동,314,0314,0000,목동신시가지8,54.9400,202507,11,"185,000",-,2,개인,개인,1987,목동서로 280,-,중개거래,서울 양천구,-,37.5216388,126.8683042
114,서울특별시 강남구 개포동,12-2,0012,0002,개포자이,168.4200,202507,11,"313,000",-,17,개인,개인,2004,개포로109길 69,-,중개거래,서울 강남구,-,37.4964048,127.0771263
115,서울특별시 양천구 목동,925,0925,0000,목동신시가지7,66.6000,202507,11,"275,000",-,8,개인,개인,1986,목동로 212,-,중개거래,서울 양천구,-,37.5279188,126.8672567
116,서울특별시 노원구 상계동,1289,1289,0000,상계불암대림,84.9600,202507,11,"69,500",-,11,개인,개인,2000,덕릉로94길 21,-,중개거래,서울 노원구,-,37.6635296,127.077341
117,서울특별시 노원구 상계동,173-1,0173,0001,벽산,75.0300,202507,11,"57,500",-,15,개인,개인,1989,한글비석로 396,-,중개거래,서울 노원구,-,37.6619875,127.0731378
118,서울특별시 중구 황학동,787,0787,0000,한양I-Class,16.3700,202507,11,"13,200",-,17,개인,법인,2013,난계로 173,-,중개거래,서울 중구,-,37.5671267,127.023289
119,서울특별시 성동구 하왕십리동,992,0992,0000,무학현대,84.6750,202507,11,"98,000",-,6,개인,개인,1996,무학봉길 49,-,중개거래,서울 성동구,-,37.561393,127.0280774
120,서울특별시 강남구 삼성동,17,0017,0000,삼성동롯데아파트,59.4000,202507,11,"200,000",-,7,개인,개인,2000,학동로 432,-,중개거래,서울 강남구,-,37.5179814,127.0487641
121,서울특별시 은평구 신사동,359,0359,0000,현대1,84.1700,202507,11,"59,500",-,4,개인,개인,1997,은평터널로 164,-,중개거래,서울 은평구,-,37.5935751,126.9086723
122,서울특별시 관악구 봉천동,1712,1712,0000,관악드림(동아),84.9600,202507,11,"93,500",-,1,개인,개인,2003,성현로 80,-,중개거래,서울 관악구,-,37.4903659,126.9504558
123,서울특별시 관악구 봉천동,1712,1712,0000,관악드림(동아),102.0000,202507,11,"98,000",-,3,개인,개인,2003,성현로 80,-,중개거래,서울 관악구,-,37.4903659,126.9504558
124,서울특별시 영등포구 당산동,121-130,0121,0130,리버뷰,18.3600,202507,11,"16,500",-,14,개인,개인,2015,버드나루로 97,-,직거래,-,-,37.5269584,126.9083544
125,서울특별시 양천구 목동,903,0903,0000,목동신시가지3,122.3500,202507,11,"219,000",-,5,개인,개인,1986,목동서로 100,-,직거래,-,-,37.5340616,126.8735909
126,서울특별시 서대문구 홍제동,82,0082,0000,홍제한양,120.1400,202507,11,"110,500",-,12,개인,개인,1993,통일로25길 30,-,중개거래,서울 서대문구,-,37.5838677,126.9470822
127,서울특별시 중랑구 신내동,817,0817,0000,신내 데시앙포레,84.9100,202507,11,"72,500",-,9,개인,개인,2013,신내역로 165,-,중개거래,서울 중랑구,-,37.6154454,127.1100124
128,서울특별시 구로구 고척동,76-55,0076,0055,"우성,현대아파트",68.7000,202507,11,"60,000",-,7,개인,개인,1987,중앙로1길 18-19,-,중개거래,서울 구로구,-,37.4987979,126.8626519
129,서울특별시 노원구 상계동,666,0666,0000,상계주공10(고층),60.5000,202507,11,"54,500",-,2,개인,개인,1988,노원로 564,-,중개거래,서울 노원구,-,37.6628013,127.0562897
130,서울특별시 강동구 고덕동,693,0693,0000,고덕그라시움,84.2440,202507,11,"212,000",-,23,개인,개인,2019,고덕로 333,-,중개거래,서울 강동구,-,37.5575731,127.1634065
131,서울특별시 송파구 신천동,7-17,0007,0017,한빛웰리스,146.7400,202507,11,"180,000",-,13,개인,개인,1996,송파대로 562,-,중개거래,서울 송파구,-,37.515334,127.0995586
132,서울특별시 송파구 가락동,913,0913,0000,헬리오시티,39.8600,202507,11,"140,000",-,3,개인,개인,2018,송파대로 345,-,중개거래,서울 송파구,-,37.4976183,127.1072604
133,서울특별시 중구 황학동,819,0819,0000,DUO302,15.9700,202507,11,"16,000",-,15,개인,개인,2014,난계로 169,-,중개거래,서울 중구,-,37.5665814,127.0232697
134,서울특별시 중구 황학동,1531,1531,0000,청계랜드힐아파트,29.7900,202507,11,"37,000",-,8,개인,개인,2022,난계로17길 40-16,-,중개거래,서울 중랑구,-,37.5698869,127.0212317
135,서울특별시 서대문구 창천동,510-2,0510,0002,3RU-City,17.1900,202507,11,"22,500",-,6,개인,개인,2013,신촌로 1,-,직거래,-,-,37.5589391,126.9274464
136,서울특별시 관악구 봉천동,1717,1717,0000,관악푸르지오,59.5800,202507,11,"82,200",-,4,개인,개인,2004,관악로30길 27,-,중개거래,서울 관악구,-,37.485937,126.9618216
137,서울특별시 영등포구 여의도동,50,0050,0000,시범,60.9600,202507,11,"260,000",-,3,개인,개인,1971,63로 45,-,중개거래,서울 영등포구,-,37.5207318,126.9369717
138,서울특별시 양천구 신월동,1031,1031,0000,신도브래뉴2차,84.4000,202507,11,"57,500",-,10,개인,개인,2004,화곡로3길 34,-,중개거래,서울 양천구,-,37.5420742,126.827772
139,서울특별시 강남구 세곡동,533,0533,0000,세곡푸르지오,84.8300,202507,11,"152,500",-,2,개인,개인,2012,자곡로 21,20250711,중개거래,서울 강남구,-,37.4667727,127.0934913
140,서울특별시 영등포구 양평동5가,9-1,0009,0001,동보,132.1500,202507,11,"117,500",-,3,개인,개인,1998,양평로23길 18,-,중개거래,서울 영등포구,-,37.5380868,126.890752
141,서울특별시 중랑구 면목동,1549,1549,0000,용마산모아엘가파크포레,83.9100,202507,11,"79,000",-,6,개인,개인,2023,용마산로84길 9-16,-,중개거래,서울 중랑구,-,37.5859627,127.0961046
142,서울특별시 광진구 자양동,783-1,0783,0001,자양우성7,59.9400,202507,10,"120,000",-,2,개인,개인,1998,아차산로36길 39,-,중개거래,서울 광진구,-,37.5363612,127.0745989
